"X","Barri","Area","Habitacions","Lavabos","Preu","Immobiliaria","ConsumoEtiqueta","ConsumokW","EmisionesEtiqueta","Emisioneskg","Data.anunci","Aire_acondicionat","Moblat","Any_construccio","Calefaccio","Transport_public_proper","Llar_de_foc","Obra_nova","Piscina_propia","Plaza_parking","Ascensor","Equipamient_esportiu","Jardi_comunitari","Piscina_comunitaria","Vigilancia","Districte","Preu_m2"
15777,"Baix Guinardó",57,2,2,257000,"Particular","A",260,"F",55,2022-04-01,"No","No",2021,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",4508.77192982456
15779,"Raval",90,2,1,262000,"Dr. House Immo Spain","E",183,"E",35,2022-04-07,"No","No",1900,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",2911.11111111111
15781,"Sant Gervasi - Bonanova",152,5,3,765000,"Max Ricart - Luxury Properties","E",114,"A",23,2022-04-09,"Yes","No",1949,"Yes","No","No","No","No","No","Yes","No","No","No","Yes","Sarria Sant Gervasi",5032.8947368421
15782,"Guinardó",99,4,2,325000,"Nova Urbe Associats","G",285,"G",60,2022-04-08,"No","No",1980,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3282.82828282828
15783,"Sant Gervasi - Bonanova",96,3,2,750000,"don piso","B",29,"A",5,2022-04-09,"Yes","No",2022,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",7812.5
15784,"Esquerra Alta de l´Eixample",47,2,1,235000,"Insma properties S.L.","E",99,"E",35,2022-04-07,"Yes","Yes",1910,"Yes","Yes","No","No","No","No","No","No","No","No","No","Eixample",5000
15785,"Vila de Gràcia",83,1,1,355000,"Si Property Bcn","E",153,"E",28,2022-03-29,"Yes","No",1979,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",4277.10843373494
15788,"Sant Genís dels Agudells",65,2,1,285000,"Amat. Barcelona - Habitatges","G",999,"G",999,2022-04-09,"Yes","No",2022,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",4384.61538461538
15789,"Hostafrancs",70,2,1,310000,"Particular","G",999,"G",999,2022-04-06,"Yes","No",1910,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4428.57142857143
15792,"Besòs - Maresme",65,3,1,143000,"Nova Urbe Associats","E",138,"E",35,2022-04-08,"No","No",1960,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",2200
15793,"Besòs - Maresme",72,3,1,147000,"Quality Houses","G",999,"G",999,2022-02-07,"No","No",1960,"No","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",2041.66666666667
15796,"Verdun",62,3,1,139000,"Assessoria VIA JULIA des de 1963","G",241,"G",59,2022-04-08,"No","No",1960,"No","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",2241.93548387097
15798,"Fort Pienc",120,4,2,450000,"GB Home","G",121,"G",78,2022-04-05,"No","Yes",1989,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Eixample",3750
15799,"Barceloneta",48,2,1,320000,"Domènec Ferreira - Monapart","E",159,"G",27,2022-04-05,"Yes","Yes",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",6666.66666666667
15817,"Sant Martí",83,3,1,255000,"Nova Urbe Associats","E",210,"E",44,2022-04-08,"No","No",1969,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",3072.28915662651
15819,"Esquerra Alta de l´Eixample",114,3,2,798000,"Eix Habitat","E",80,"E",80,2022-02-28,"Yes","No",1910,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",7000
15832,"Font de la Guatlla",62,3,1,4e+05,"AXE INVERSORES","G",999,"G",999,2022-03-11,"No","No",1954,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",6451.61290322581
15835,"Camp de l´Arpa",61,1,1,296000,"Mapi Pisos","B",33,"B",6,2022-04-06,"No","No",2021,"No","Yes","No","Yes","No","No","Yes","No","No","No","No","Sant Marti",4852.45901639344
15836,"La Verneda - La Pau",116,3,1,340000,"Parsell Inmobiliaria","G",999,"G",999,2022-04-05,"Yes","No",1997,"No","Yes","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",2931.03448275862
15840,"Font d´en Fargas",64,3,2,189000,"Tecnocasa Estudi Llobregós Sl","G",999,"G",99,2022-04-07,"Yes","No",1975,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2953.125
15841,"Poble Sec",47,2,1,175000,"Picat Patrimoni","F",240,"F",50,2022-04-07,"No","No",1936,"No","No","No","No","No","No","No","No","No","No","No","Sants Montjuic",3723.40425531915
15842,"Sant Martí",84,3,1,228000,"Nova Urbe Associats","G",250,"E",48,2022-04-08,"No","No",1964,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",2714.28571428571
15843,"Carmel",65,3,1,125000,"Centre serveis Immobiliaris","E",170,"E",35,2022-03-29,"No","No",1967,"No","Yes","No","No","No","No","No","No","No","No","No","Horta Guinardo",1923.07692307692
15845,"Sant Martí",86,3,1,243000,"Nova Urbe Associats","E",119,"E",30,2022-04-08,"No","No",1955,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",2825.58139534884
15847,"Dreta de l´Eixample",80,2,1,450000,"Max Ricart - Luxury Properties","E",164,"A",34,2022-04-09,"Yes","Yes",1936,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5625
15849,"Esquerra Baixa de l´Eixample",111,4,2,5e+05,"BCNRENT","G",999,"G",999,2022-03-11,"Yes","No",1980,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Eixample",4504.5045045045
15851,"Sant Martí",84,3,1,228000,"West Side Immobiliaria BCN","G",250,"G",48,2022-04-09,"No","No",1964,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2714.28571428571
15853,"Pedralbes",100,3,2,450000,"Habitat Selecció","E",175,"E",37,2022-01-13,"No","No",1961,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Les Corts",4500
15854,"Sant Martí",86,3,1,245000,"La Casa Agency","G",999,"G",99,2022-04-07,"Yes","No",1966,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",2848.83720930233
15856,"La Verneda - La Pau",75,3,1,235000,"Borbon Group","G",999,"G",999,2022-04-09,"Yes","No",1977,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",3133.33333333333
15858,"Dreta de l´Eixample",70,2,1,795000,"Max Ricart - Luxury Properties","D",84,"A",21,2022-04-09,"Yes","Yes",2006,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",11357.1428571429
15861,"Navas",109,4,2,350000,"Your Suit Home - Immobles a mida","E",133,"E",27,2022-04-08,"No","No",1981,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3211.00917431193
15868,"Fort Pienc",64,1,1,325000,"Immohabitat","E",210,"E",35,2022-04-08,"No","No",2007,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",5078.125
15869,"Raval",60,1,1,210000,"Picat Patrimoni","G",61,"G",292,2022-04-07,"No","Yes",1900,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3500
15871,"Poblenou",40,2,1,165000,"Immobarceló","G",999,"G",999,2022-04-09,"No","No",1960,"No","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",4125
15872,"Sagrada Família",79,2,1,290500,"Immohabitat","E",198,"E",39,2022-04-08,"No","No",1936,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",3677.21518987342
15873,"Sant Martí",84,3,1,228000,"Immohabitat","G",250,"E",48,2022-04-08,"No","No",1964,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",2714.28571428571
15874,"Turó de la Peira - Can Peguera",65,3,1,171000,"Your Suit Home - Immobles a mida","G",999,"G",999,2022-04-08,"No","No",1959,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",2630.76923076923
15877,"Fort Pienc",110,3,1,425000,"La Casa","F",154,"F",58,2022-04-05,"No","No",1936,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",3863.63636363636
15878,"Poble Sec",53,1,2,213000,"Immohabitat","F",227,"E",45,2022-04-08,"No","No",1936,"No","Yes","No","No","No","No","No","No","No","No","No","Sants Montjuic",4018.8679245283
15879,"Torre Baró",118,5,3,285000,"Particular","D",93,"D",19,2021-10-13,"Yes","Yes",1970,"Yes","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",2415.25423728814
15893,"Les Corts",110,3,2,850000,"Top Brokers","F",999,"F",999,2022-03-18,"Yes","No",2019,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",7727.27272727273
15894,"Sagrada Família",79,3,1,290500,"Your Suit Home - Immobles a mida","E",198,"E",39,2022-04-08,"No","No",1936,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",3677.21518987342
15896,"Porta",60,3,1,158000,"DEZA CONSULTORS","G",999,"G",999,2022-03-01,"No","No",1969,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",2633.33333333333
15901,"Putget - Farró",90,2,1,268000,"Xela Properties Real Estate","E",196,"E",33,2022-04-09,"No","No",1975,"Yes","Yes","No","No","No","No","No","No","No","No","No","Sarria Sant Gervasi",2977.77777777778
15913,"Carmel",64,3,1,155000,"La Casa Agency NouBarris","E",89,"E",78,2022-03-23,"Yes","No",1970,"No","Yes","No","Yes","No","No","No","No","Yes","No","No","Horta Guinardo",2421.875
15918,"Vila de Gràcia",40,3,1,199000,"BLAUNEX","G",252,"F",53,2022-04-08,"No","No",1900,"No","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",4975
15922,"Navas",109,4,2,350000,"LLARCELONA","E",133,"E",27,2022-04-09,"No","No",1981,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3211.00917431193
15927,"Raval",50,2,1,115000,"Finques Victor","G",999,"G",999,2022-01-28,"No","No",1860,"No","Yes","No","No","No","No","No","Yes","No","No","No","Ciutat Vella",2300
15928,"Navas",109,4,2,350000,"Finques Geimsu","E",133,"E",27,2022-04-06,"Yes","No",1981,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3211.00917431193
15929,"La Verneda - La Pau",85,4,1,245000,"LA CASA GRUP","E",123,"E",63,2022-03-30,"No","No",1968,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2882.35294117647
15931,"Raval",66,3,1,183000,"Novus Fincas","G",999,"G",999,2022-01-05,"No","No",1975,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",2772.72727272727
15935,"Esquerra Alta de l´Eixample",83,1,1,240000,"Palet Inmobiliaria","F",238,"E",47,2022-04-08,"Yes","No",1995,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",2891.56626506024
15936,"Baix Guinardó",85,3,1,280000,"v.d.p.","G",999,"G",999,2022-01-18,"No","No",1951,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Horta Guinardo",3294.11764705882
15937,"Sants",54,2,1,166500,"Immohabitat","E",130,"E",33,2022-04-08,"No","No",1900,"No","Yes","No","No","No","No","No","No","No","No","No","Sants Montjuic",3083.33333333333
15940,"La Marina-Montjuïc",79,3,2,185000,"Aranda Consultors Immobiliaris","G",999,"G",999,2022-04-09,"Yes","No",1966,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",2341.77215189873
15941,"Glòries El Parc",49,2,1,205000,"Your Suit Home - Immobles a mida","G",420,"G",81,2022-04-08,"No","No",1940,"No","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",4183.67346938776
15947,"Dreta de l´Eixample",105,2,2,753300,"Kalidis Finques","E",24,"E",114,2022-04-09,"Yes","No",2001,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",7174.28571428571
15949,"La Verneda - La Pau",150,3,2,269000,"La  Casa Agency, Collblanc","E",176,"E",37,2022-02-18,"No","No",1960,"Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Sant Marti",1793.33333333333
15951,"Ciutat Meridiana",83,2,1,145000,"Clavis Grup Via Julia","E",185,"E",55,2022-03-18,"Yes","No",1970,"No","No","No","No","No","No","Yes","No","No","No","Yes","Nou Barris",1746.98795180723
15953,"Raval",47,2,1,185000,"UNICCO BCN","E",999,"E",999,2022-03-18,"Yes","Yes",1900,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3936.17021276596
15966,"Torre Baró",70,3,1,125000,"Picat Patrimoni","G",999,"G",999,2022-04-07,"No","No",1971,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",1785.71428571429
15977,"Vilapicina - Torre Llobeta",174,3,2,5e+05,"Particular","G",999,"G",999,2022-02-11,"Yes","Yes",1972,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","Nou Barris",2873.5632183908
15979,"Camp de l´Arpa",76,3,1,365000,"Fincas Olivares","E",157,"E",33,2022-03-20,"Yes","No",1978,"Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Sant Marti",4802.63157894737
15989,"Raval",81,2,2,265500,"Nova Urbe Associats","E",171,"E",32,2022-04-08,"No","No",1880,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3277.77777777778
15993,"Gòtic",45,1,1,325000,"Max Ricart - Luxury Properties","E",125,"A",22,2022-04-09,"Yes","Yes",1880,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",7222.22222222222
15994,"Sant Martí",61,2,1,255000,"Nova Urbe Associats","G",284,"G",59,2022-04-08,"Yes","No",1973,"Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","Sant Marti",4180.32786885246
15995,"Sant Gervasi - Galvany",140,3,1,350000,"Particular","G",999,"G",999,2022-02-04,"Yes","No",1964,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",2500
15996,"Taxonera",50,1,1,84400,"Immobiliària Barcelona ®","E",202,"E",38,2022-04-08,"Yes","No",1963,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",1688
16003,"Pedralbes",30,1,1,275000,"Soler Gestiones Inmobiliarias","G",999,"G",999,2022-02-26,"No","No",1963,"No","Yes","No","No","No","No","Yes","No","No","No","Yes","Les Corts",9166.66666666667
16009,"Carmel",50,3,1,1e+05,"Immohabitat","G",351,"G",74,2022-04-08,"No","No",1968,"No","Yes","No","No","No","No","No","No","No","No","No","Horta Guinardo",2000
16010,"Navas",109,4,2,350000,"Fincas Eva","E",133,"E",27,2022-04-09,"Yes","No",1981,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3211.00917431193
16011,"Baix Guinardó",62,3,1,250000,"STILO SANT CUGAT","E",197,"E",91,2022-04-09,"No","No",1965,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",4032.25806451613
16012,"Vila de Gràcia",67,2,1,310000,"Vip Pisos","G",999,"G",999,2022-04-08,"No","No",1863,"No","No","No","No","No","No","No","No","No","No","No","Gracia",4626.86567164179
16014,"Les Corts",67,3,1,350000,"West Side Immobiliaria BCN","G",160,"G",160,2022-04-09,"Yes","Yes",1955,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",5223.88059701493
16016,"Dreta de l´Eixample",94,5,2,440000,"Metre Quadrat","E",152,"E",32,2022-04-09,"Yes","No",1972,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4680.85106382979
16019,"Dreta de l´Eixample",71,2,1,490000,"Fincas Viscasillas","E",160,"E",27,2022-03-29,"Yes","No",1897,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",6901.40845070423
16020,"La Guineueta",81,3,2,260000,"Condal Properties","G",999,"G",99,2022-04-08,"Yes","No",1964,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",3209.87654320988
16023,"Esquerra Alta de l´Eixample",70,3,1,379900,"Your Suit Home - Immobles a mida","E",186,"E",39,2022-04-08,"No","No",1892,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",5427.14285714286
16028,"Tres Torres",33,1,1,130000,"Fincas Eva","G",999,"G",999,2022-04-09,"No","No",1960,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",3939.39393939394
16029,"Sant Antoni",78,3,1,410000,"Casa Barcino Gestió Immobiliària","G",999,"G",999,2022-01-07,"No","No",1920,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",5256.41025641026
16030,"Esquerra Alta de l´Eixample",85,1,1,240000,"Immobiliària Barcelona ®","F",238,"E",47,2022-04-08,"No","No",1995,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",2823.52941176471
16038,"Putget - Farró",76,2,1,310000,"Finques Palau","E",203,"E",43,2022-04-08,"Yes","No",1966,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4078.94736842105
16040,"La Marina-Port",95,4,2,289000,"Pisos La Marina","D",90,"D",19,2022-03-09,"Yes","No",1976,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3042.10526315789
16042,"Sant Antoni",80,3,2,396000,"FINQUES GOMEZ VILLAMEDIANA","E",175,"E",36,2022-04-08,"Yes","No",1922,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4950
16044,"Sant Martí",104,3,2,325000,"Nova Urbe Associats","E",115,"E",28,2022-04-08,"No","No",1965,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",3125
16045,"Putget - Farró",173,1,2,565000,"16th Floor - Monapart","E",107,"D",22,2022-04-05,"No","No",1953,"Yes","No","No","No","No","No","No","No","No","No","No","Sarria Sant Gervasi",3265.89595375723
16046,"Sant Gervasi - Galvany",55,1,1,337000,"Carolina Marti","E",172,"E",36,2022-04-05,"Yes","Yes",1925,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",6127.27272727273
16047,"La Sagrera",146,3,2,570000,"Best House","E",999,"E",999,2022-04-09,"Yes","No",1900,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","Sant Andreu",3904.1095890411
16048,"Camp de l´Arpa",73,3,1,290000,"STILO SANT CUGAT","G",999,"G",999,2022-04-09,"No","No",1958,"Yes","No","No","No","No","No","No","No","No","No","No","Sant Marti",3972.60273972603
16051,"Barceloneta",92,2,1,430000,"Gesinvalles","G",999,"G",999,2022-03-21,"No","No",1995,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4673.91304347826
16052,"Camp d´en Grassot - Gràcia N.",101,3,2,630000,"Particular","E",204,"E",43,2022-04-01,"Yes","No",1993,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",6237.62376237624
16056,"Esquerra Alta de l´Eixample",78,2,2,360000,"Insma properties S.L.","F",999,"F",99,2021-12-21,"Yes","No",1960,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4615.38461538462
16057,"Dreta de l´Eixample",75,1,1,650000,"Fincas Eva","G",999,"G",999,2022-04-09,"No","No",1996,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",8666.66666666667
16059,"Prosperitat",75,3,1,169900,"Assessoria VIA JULIA des de 1963","E",147,"E",31,2022-04-08,"No","No",1962,"No","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",2265.33333333333
16060,"Putget - Farró",53,1,1,239000,"Global Capital","F",153,"E",34,2022-02-08,"No","No",1978,"No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Sarria Sant Gervasi",4509.43396226415
16062,"Sagrada Família",51,2,1,269000,"Finques Geimsu","G",237,"G",61,2022-04-06,"Yes","No",1930,"Yes","Yes","No","No","No","No","No","No","No","No","No","Eixample",5274.50980392157
16067,"Raval",116,4,1,4e+05,"Turro BCN","E",142,"E",36,2022-03-25,"No","No",1880,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3448.27586206897
16075,"Camp de l´Arpa",72,2,3,297000,"Nova Urbe Associats","G",266,"G",68,2022-04-08,"No","No",1924,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",4125
16076,"Sant Genís dels Agudells",65,2,1,295000,"Amat. Barcelona - Habitatges","G",999,"G",999,2022-04-09,"Yes","No",2022,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",4538.46153846154
16081,"Camp d´en Grassot - Gràcia N.",56,2,1,265000,"Solfinc","F",195,"G",50,2022-03-15,"No","Yes",1932,"No","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",4732.14285714286
16086,"Can Baró",47,1,1,215000,"Fincas BCN","G",999,"G",999,2022-04-04,"Yes","No",2022,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",4574.46808510638
16091,"Esquerra Alta de l´Eixample",78,3,1,310000,"Alana Consulting","E",113,"E",24,2022-03-30,"No","No",1976,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",3974.35897435897
16092,"Sagrada Família",66,3,2,310000,"Fincas Eva","G",999,"G",999,2022-04-09,"Yes","No",1910,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4696.9696969697
16093,"Sant Antoni",123,3,3,615000,"WeRelocateBcn","E",124,"D",22,2022-04-08,"Yes","Yes",1920,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",5000
16095,"Torre Baró",90,3,1,159000,"La Casa","G",999,"G",99,2022-04-01,"Yes","No",1992,"Yes","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",1766.66666666667
16096,"Sagrada Família",104,4,2,366000,"Immohabitat","E",151,"E",31,2022-04-08,"No","No",1978,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",3519.23076923077
16097,"Turó de la Peira - Can Peguera",53,2,1,113000,"Immohabitat","F",231,"E",43,2022-04-08,"No","No",1954,"Yes","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",2132.07547169811
16100,"Gòtic",65,1,1,375000,"WeRelocateBcn","E",166,"E",34,2022-04-08,"Yes","No",1860,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",5769.23076923077
16102,"Taxonera",40,1,1,125000,"Insma properties S.L.","B",27,"B",27,2022-04-07,"Yes","No",1996,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3125
16103,"Esquerra Baixa de l´Eixample",97,3,2,405000,"Immohabitat","E",112,"E",23,2022-04-08,"No","No",1900,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4175.25773195876
16114,"Esquerra Baixa de l´Eixample",71,2,1,262000,"Immohabitat","G",270,"F",53,2022-04-08,"Yes","No",1900,"Yes","Yes","No","No","No","No","No","No","No","No","No","Eixample",3690.14084507042
16115,"Carmel",72,3,1,135000,"ALOJA BARCELONA","E",999,"E",999,2022-04-09,"No","No",1965,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",1875
16117,"Sant Antoni",80,3,1,325000,"CG Assessors","G",999,"G",999,2021-10-25,"No","No",1906,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4062.5
16118,"Raval",47,1,1,150000,"Your Suit Home - Immobles a mida","G",73,"G",18,2022-04-08,"No","No",1970,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3191.48936170213
16124,"Congrés - Indians",52,1,1,245000,"Llars Gremi","G",999,"G",999,2022-04-09,"No","No",2021,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4711.53846153846
16125,"Congrés - Indians",52,2,1,250000,"Llars Gremi","G",999,"G",999,2022-04-09,"No","No",2021,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4807.69230769231
16128,"Congrés - Indians",54,3,1,255000,"Tu Casa Bcn","G",999,"G",999,2022-03-14,"No","No",1964,"No","Yes","No","No","No","No","No","No","No","No","No","Sant Andreu",4722.22222222222
16129,"Congrés - Indians",52,2,1,245000,"Llars Gremi","G",999,"G",999,2022-04-09,"Yes","No",2021,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4711.53846153846
16130,"Congrés - Indians",52,1,1,250000,"Llars Gremi","G",999,"G",999,2022-04-09,"No","No",2021,"Yes","Yes","No","No","No","No","No","No","No","No","No","Sant Andreu",4807.69230769231
16132,"Dreta de l´Eixample",80,3,1,365000,"Imopartners","E",203,"E",46,2022-03-27,"Yes","No",1939,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Eixample",4562.5
16133,"El Clot",170,4,1,220000,"ArrelsBcn","D",121,"D",25,2022-04-08,"No","No",1938,"No","Yes","No","No","No","Yes","No","No","No","No","Yes","Sant Marti",1294.11764705882
16138,"Raval",70,2,1,160000,"Picat Patrimoni","E",148,"E",31,2022-04-07,"No","No",1900,"No","No","No","No","No","No","No","No","No","No","No","Ciutat Vella",2285.71428571429
16140,"Fort Pienc",65,3,1,299000,"INMO TODAY","G",999,"G",999,2022-04-08,"No","No",1990,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4600
16145,"Sarrià",70,3,1,310000,"Inmomar","E",205,"E",43,2022-04-09,"No","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4428.57142857143
16147,"Poblenou",69,1,1,250000,"Nova Urbe Associats","E",126,"E",32,2022-04-08,"No","No",1872,"No","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",3623.1884057971
16148,"Poblenou",81,1,1,250000,"Picat Patrimoni","E",32,"E",126,2022-04-07,"No","No",1872,"No","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",3086.41975308642
16150,"Poblenou",81,1,1,250000,"Asesoria Rangel","G",32,"G",126,2022-04-05,"No","No",1872,"No","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",3086.41975308642
16153,"Camp d´en Grassot - Gràcia N.",36,3,1,179000,"Nova Urbe Associats","E",168,"E",28,2022-04-08,"No","No",1936,"No","Yes","No","No","No","No","No","No","No","No","No","Gracia",4972.22222222222
16154,"Diagonal Mar - La Mar Bella",110,2,1,730000,"BCN House","E",190,"E",53,2022-04-08,"Yes","Yes",2005,"Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Sant Marti",6636.36363636364
16155,"Trinitat Nova",46,3,1,108000,"Your Suit Home - Immobles a mida","G",999,"G",999,2022-04-08,"No","No",1963,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",2347.82608695652
16157,"Sagrada Família",82,2,1,4e+05,"STILO SANT CUGAT","G",999,"G",999,2022-04-09,"No","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4878.0487804878
16165,"St. Pere - Sta. Caterina - El Born",204,3,1,712500,"WeRelocateBcn","G",999,"G",999,2022-04-08,"No","No",1900,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3492.64705882353
16169,"Sagrada Família",88,4,1,370000,"Fincas Eva","G",221,"G",46,2022-04-09,"No","No",1962,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4204.54545454545
16170,"Camp de l´Arpa",88,4,1,370000,"Finques Geimsu","F",221,"E",46,2022-04-06,"No","No",1962,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",4204.54545454545
16177,"Prosperitat",44,2,1,113500,"West Side Immobiliaria BCN","E",151,"E",29,2022-04-09,"No","No",1962,"No","No","No","No","No","No","No","No","No","No","No","Nou Barris",2579.54545454545
16179,"Poblenou",55,3,1,255000,"Nova Urbe Associats","E",159,"E",32,2022-04-08,"No","No",1957,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",4636.36363636364
