,Barri,Area,Habitacions,Lavabos,Preu,Immobiliaria,ConsumoEtiqueta,ConsumokW,EmisionesEtiqueta,Emisioneskg,Data anunci,Aire_acondicionat,Moblat,Any_construccio,Calefaccio,Transport_public_proper,Llar_de_foc,Obra_nova,Piscina_propia,Plaza_parking,Ascensor,Equipamient_esportiu,Jardi_comunitari,Piscina_comunitaria,Vigilancia,Districte
11526,St. Pere - Sta. Caterina - El Born,75,3,1,250000.0,Kaufmann & Winkel,G,999.0,G,999.0,17/03/2022,0,0,1890,1,1,0,0,0,0,0,0,0,0,0,Ciutat Vella
11528,Dreta de l´Eixample,113,3,1,655000.0,Bergua Gestió Immobles,C,179.0,C,45.0,28/02/2022,1,0,1998,1,1,0,0,0,0,1,0,0,0,1,Eixample
11529,Bon Pastor,95,3,2,305000.0,Almi Habitatges,G,999.0,G,999.0,31/01/2022,1,0,2002,1,1,0,0,0,0,1,0,1,0,0,Sant Andreu
11530,Sant Genís dels Agudells,46,2,1,146000.0,Insma properties S.L.,G,999.0,G,999.0,21/12/2021,0,0,1965,0,1,0,0,0,0,1,0,0,0,0,Horta Guinardo
11532,Sant Gervasi - Galvany,100,3,2,645000.0,Asinca Inversiones Inmobiliarias,E,999.0,E,999.0,31/03/2022,0,0,1966,1,1,0,0,0,0,1,0,0,0,1,Sarria Sant Gervasi
11534,Sant Andreu,51,2,1,199000.0,Solfinc,F,38.0,F,163.0,31/03/2022,0,0,1964,0,1,0,0,0,0,1,0,0,0,0,Sant Andreu
11544,Vila de Gràcia,104,2,2,640000.0,CENTURY21 WELHOME,G,999.0,G,999.0,17/03/2022,1,1,1900,1,1,0,0,0,0,0,0,0,0,0,Gracia
11546,Vallcarca - Penitents,325,5,2,750000.0,Housell,G,999.0,G,999.0,09/04/2022,0,0,1960,0,0,0,0,0,1,0,0,1,0,0,Gracia
11549,Sants,56,1,1,215000.0,ESPAI BCN FLATS,D,100.0,D,20.0,08/04/2022,0,0,1900,1,1,0,0,0,0,1,0,0,0,0,Sants Montjuic
11551,Esquerra Baixa de l´Eixample,116,3,2,460000.0,Fincas Sanchez,E,155.0,E,32.0,18/03/2022,1,0,1895,1,1,0,1,0,0,1,0,0,0,0,Eixample
11552,Vila de Gràcia,97,2,1,574000.0,Reddfincas3000,D,72.0,C,15.0,25/11/2021,1,0,2019,1,1,0,1,0,1,1,0,0,0,0,Gracia
11553,Sant Genís dels Agudells,270,5,3,697000.0,Assessors,E,240.0,E,50.0,16/03/2022,0,0,1994,1,1,0,0,0,1,1,0,1,0,0,Horta Guinardo
11554,St. Pere - Sta. Caterina - El Born,135,3,2,495000.0,Housell,G,999.0,G,999.0,09/04/2022,0,0,1936,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
11555,Camp d´en Grassot - Gràcia N.,113,3,2,395000.0,Housell,E,999.0,D,999.0,09/04/2022,1,0,1965,0,0,0,0,0,0,0,0,0,0,0,Gracia
11556,Baix Guinardó,77,3,1,335000.0,Housell,G,999.0,G,999.0,09/04/2022,0,0,1967,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
11557,Sant Gervasi - Galvany,150,3,3,1300000.0,Trize Inmo,F,299.0,F,78.0,07/04/2022,0,0,1965,1,1,1,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
11560,Congrés - Indians,51,1,1,245000.0,Fincas Cano & Pujol,G,999.0,G,999.0,06/04/2022,1,0,2021,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
11564,Guinardó,49,1,1,218025.0,Fincas Fernández Maragall,D,69.0,C,12.0,05/04/2022,1,0,1980,0,1,0,0,0,0,1,0,0,0,0,Horta Guinardo
11568,Camp de l´Arpa,82,3,1,235500.0,SIMURBA,E,168.0,E,34.0,15/03/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
11569,Sant Antoni,104,4,2,499000.0,Carlos Torrico - Monapart,E,153.0,E,31.0,05/04/2022,1,0,1977,1,0,0,0,0,0,1,0,0,0,0,Eixample
11570,Sants,66,2,1,269000.0,16th Floor - Monapart,E,156.0,E,27.0,05/04/2022,1,1,1970,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
11571,Barceloneta,38,1,1,173300.0,Fincas Siglo XXI,G,339.0,G,63.0,09/04/2022,0,0,1875,0,1,0,0,0,0,0,0,0,0,0,Ciutat Vella
11572,Hostafrancs,80,1,1,179000.0,Fincas Siglo XXI,F,236.0,F,50.0,09/04/2022,0,0,1899,0,1,0,0,0,0,0,0,0,0,0,Sants Montjuic
11574,Sant Andreu,74,3,2,219000.0,Tecnocasa Sant Andreu,E,123.0,D,22.0,09/04/2022,0,0,1972,0,1,0,0,0,0,0,0,0,0,0,Sant Andreu
11578,Dreta de l´Eixample,59,1,1,695000.0,VEÍ NOU - Hostafrancs,E,92.0,E,23.0,06/04/2022,1,1,1996,1,1,0,0,0,0,1,0,0,0,1,Eixample
11579,La Verneda - La Pau,81,2,1,316000.0,Immobiliària Barcelona ®,E,178.0,E,30.0,08/04/2022,1,0,2009,1,1,0,0,0,0,1,0,0,0,0,Sant Marti
11581,St. Pere - Sta. Caterina - El Born,88,2,2,695000.0,City Pisos SL,G,999.0,G,999.0,01/04/2022,1,0,1934,1,1,0,0,0,0,1,0,0,0,0,Ciutat Vella
11582,Gòtic,54,1,1,287500.0,WeRelocateBcn,G,319.0,G,82.0,08/04/2022,1,0,1910,1,1,0,0,0,0,1,0,0,0,0,Ciutat Vella
11583,Vila de Gràcia,70,3,1,360000.0,MYLIFE Real Estate,F,215.0,E,45.0,09/04/2022,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,Gracia
11584,Sant Gervasi - Galvany,98,3,1,570000.0,EXCENS BARCELONA,E,161.0,E,40.0,08/04/2022,0,0,1963,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
11586,Poblenou,81,1,1,250000.0,Fincas Sanchez,E,126.0,E,32.0,01/04/2022,0,0,1872,0,1,0,0,0,0,0,0,0,0,0,Sant Marti
11587,Trinitat Nova,75,3,1,159000.0,Tu Solución Inmobiliaria (Activa),E,178.0,E,37.0,08/04/2022,0,0,1955,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
11588,Raval,76,1,2,160000.0,Global BCN,E,113.0,E,22.0,08/04/2022,0,1,1900,0,0,0,0,0,0,0,0,0,0,0,Ciutat Vella
11589,Dreta de l´Eixample,120,3,2,680000.0,1001pisos.com,E,128.0,E,23.0,24/03/2022,1,1,1900,1,1,0,0,0,0,1,0,0,0,0,Eixample
11590,Dreta de l´Eixample,136,4,2,310000.0,ESPAI BCN FLATS,G,999.0,G,999.0,08/04/2022,0,0,1936,0,1,0,0,0,0,1,0,0,0,0,Eixample
11591,Vila de Gràcia,82,3,1,330000.0,Home Penthouse,G,326.0,G,63.0,09/04/2022,1,0,1975,1,1,0,0,0,0,1,0,0,0,0,Gracia
11593,Dreta de l´Eixample,144,4,2,672000.0,Barcelona Realty Group,G,999.0,G,999.0,02/02/2022,0,0,1920,0,1,0,0,0,0,1,0,0,0,0,Eixample
11596,Sant Antoni,102,3,1,350000.0,Bergua Gestió Immobles,E,174.0,E,36.0,21/02/2022,0,0,1970,1,1,0,0,0,0,1,0,0,0,0,Eixample
